Sales calls,Interactions,Economy,Last upgrade,Discount,Monthly usage,Ad spend,Bugs reported,renewed
3,3,0.223439976,2.873334668,0.28600626,0.600212529,0.567287409,1,0
0,0,0.595106168,5.42610515,0.30538609,0.793265834,0.738034688,0,0
4,4,0.875912248,3.243915733,0.360707058,0.222966798,0.206455702,0,0
2,2,0.735411276,18.98282872,0.369609015,0.657641105,0.604563983,0,0
4,4,0.783526594,17.98794441,0.405790514,0.585130915,0.533901998,0,0
2,2,0.654531767,10.85178214,0.370752504,0.113529502,0.104352566,0,0
3,3,0.301593584,2.015827292,0.32565966,0.340183202,0.330378394,0,0
0,0,0.955372568,11.37649988,0.300274392,0.410932137,0.377345795,0,0
1,2,0.48299078,1.47191451,0.120256542,0.391243573,1.367717677,1,1
0,0,0.788865433,17.90931636,0.277371394,0.484151968,0.471365193,2,0
1,1,0.216043353,4.689709608,0.21199948,0.76239289,0.73900411,0,0
0,0,0.439217868,11.85894836,0.236132494,0.058702921,0.056769397,0,1
1,2,0.52061651,1.989439477,0.298810377,0.504748924,1.460550093,1,1
2,2,0.54460524,1.409785331,0.232485763,0.322413994,1.312637001,1,0
0,0,0.934323004,11.87864559,0.045180993,0.574466526,0.539220112,2,1
3,3,0.751348782,15.59116897,0.365788856,0.398812799,0.359191837,0,0
2,2,0.726638183,11.87096547,0.30712641,0.529025673,0.509845011,1,0
1,1,0.601768843,14.18921861,0.152601103,0.28363731,0.265424378,0,0
2,2,0.169261443,17.5404268,0.342338109,0.409719296,0.39034738,0,0
0,0,0.122382132,11.95324356,0.205660302,0.304520533,0.28371997,0,0
2,2,0.195802062,4.514552286,0.173720032,0.877004939,0.807109235,0,0
4,4,0.369888538,9.003844338,0.339279817,0.709736192,0.697002651,1,1
1,1,0.935334738,8.880149568,0.36397271,0.881027405,0.835020748,0,0
3,3,0.821579869,12.83390641,0.199724843,0.31060211,0.30716845,1,0
1,1,0.108864671,1.213150181,0.128016626,0.580458021,1.530566829,0,0
3,3,0.848694391,7.005346355,0.164571954,0.790813727,0.758530903,3,0
1,1,0.409262618,12.19342327,0.26440407,0.534655099,0.495439295,0,1
1,1,0.642783731,9.090203974,0.180500466,0.377781705,0.370459306,0,0
2,2,0.176523478,17.77014368,0.180379535,0.324639939,0.313471015,0,0
0,0,0.163804895,13.13310273,0.189021612,0.395953614,0.379925683,0,0
3,3,0.829162579,9.988303199,0.244364715,0.428299819,0.400385938,0,1
0,0,0.449494129,11.4314779,0.134345806,0.725051615,0.680345036,1,0
3,3,0.777466026,17.76727285,0.384679503,0.521908714,0.470134905,0,1
1,1,0.76797603,3.230240285,0.255660844,0.278921724,0.265724918,0,0
3,4,0.94525366,7.202705276,0.319796129,0.085062367,0.08100857,0,0
4,4,0.915568564,5.353265108,0.256003055,0.52199636,0.513485301,1,0
1,1,0.651190542,8.748166396,0.247615506,0.163541106,0.151012805,0,0
2,2,0.613303288,0.768278911,0.390366413,0.543132857,2.518046983,0,1
2,3,0.851387492,17.66962842,0.431382098,0.280661569,0.269135277,0,0
2,3,0.729777138,6.681757485,0.218139844,0.216841906,0.19667078,0,0
1,1,0.43405088,17.24548588,0.307181638,0.516545802,0.50297964,1,0
4,4,0.268097517,2.38796935,0.243500907,0.659228448,0.650930555,0,0
2,3,0.35277129,7.319802195,0.169725715,0.697125025,0.629801869,0,1
3,3,0.29678631,1.247327099,0.28366891,0.534084498,1.524291144,0,1
3,4,0.428118483,0.640912667,0.421538709,0.240995957,2.233024873,0,0
1,2,0.9859987,4.226566856,0.2721692,0.447631327,0.406500866,2,1
3,3,0.908739148,13.68614029,0.289926288,0.310054493,0.28403687,0,0
2,3,0.290810506,5.167125807,0.368613638,0.227046006,0.207290707,0,0
4,4,0.212941909,11.66894307,0.146485717,0.6021722,0.551082529,1,1
2,2,0.039355777,4.742933239,0.125886588,0.251849229,0.231483861,0,0
4,4,0.977992184,8.758674327,0.284925344,0.76634956,0.70772684,1,1
3,3,0.582564177,16.98130205,0.332141866,0.678926149,0.615910878,0,1
3,3,0.965827858,9.255735729,0.152094326,0.813436383,0.792103266,2,1
2,2,0.449341015,6.958767443,0.149366436,0.352763033,0.318722214,0,1
4,4,0.142735449,5.580418861,0.12654014,0.888298749,0.802845023,2,1
3,3,0.992394918,3.416005971,0.15303367,0.549348739,0.523867034,2,0
2,2,0.126774668,7.035797138,0.33975776,0.553952193,0.518062798,1,0
2,2,0.07258742,4.316869839,0.137733193,0.202470152,0.183658897,1,1
0,1,0.134492401,17.97431145,0.287008318,0.524917522,0.516222615,0,0
1,1,0.742423037,8.175072722,0.080603597,0.779412737,0.767869882,1,1
3,3,0.132369736,18.4977816,0.32633912,0.523856102,0.517446553,0,0
1,1,0.57115654,10.21400537,0.342856051,0.354342746,0.344065106,2,0
2,2,0.242261354,16.91771976,0.270613197,0.87778685,0.808390128,2,0
2,2,0.378711215,9.395989751,0.296739149,0.418931492,0.38051569,0,0
1,1,0.351593118,2.292816146,0.239180214,0.498745657,0.487934619,1,0
1,1,0.464450721,7.926085586,0.269768844,0.288206869,0.264422749,0,0
2,3,0.281415375,2.69173775,0.301503902,0.493055346,0.465964737,0,0
2,2,0.870573405,14.17125757,0.123303685,0.823568869,0.7752713,1,0
2,2,0.981262046,13.35190435,0.377001522,0.492778337,0.459939991,1,0
3,3,0.516368651,9.239629691,0.159015719,0.333989907,0.330137412,1,0
3,3,0.487223036,16.29766133,0.311353328,0.776631709,0.699217858,1,1
2,2,0.595425865,10.22109667,0.446393753,0.090965975,0.085688662,0,0
4,4,0.093342079,9.459087513,0.198633849,0.3620557,0.344520609,1,0
1,1,0.307195669,10.37458115,0.150477643,0.583601802,0.5668382,2,1
2,2,0.75417066,2.065998779,0.146610528,0.213400462,0.204721561,0,1
4,4,0.59403379,6.698557674,0.177685927,0.900656044,0.835252887,1,1
3,4,0.83212474,3.579903674,0.321426557,0.553733224,0.499309212,1,0
3,3,0.337916467,9.659621318,0.140199897,0.66573049,0.636273747,0,1
0,0,0.331730318,16.8743981,0.101667831,0.736709369,0.716031301,2,1
4,4,0.463527793,15.4524137,0.167083682,0.634051228,0.615463422,1,0
3,3,0.288193953,16.63780749,0.291050782,0.356962653,0.326619153,0,1
4,4,0.279517813,0.283413054,0.172040485,0.339193295,2.308173704,1,1
1,1,0.400806707,11.53208335,0.352648156,0.524394777,0.507062973,2,0
3,3,0.468475692,7.584750781,0.127424346,0.362480359,0.340886382,1,0
1,1,0.634763709,13.04506744,0.209237526,0.814527728,0.774808942,0,1
2,2,0.367641073,19.91894671,0.123858973,0.809248719,0.749910431,1,0
0,0,0.730889274,12.28120537,0.247648646,0.52408431,0.472925682,0,0
3,3,0.766548435,19.47600597,0.179765002,0.734500376,0.713492606,3,0
3,3,0.912005724,19.66212592,0.273361876,0.338778901,0.330309892,0,0
2,3,0.725808669,1.984775039,0.359933934,0.374414438,1.357871248,0,0
2,2,0.17797841,3.174913105,0.339558746,0.537866042,0.492916957,1,0
0,0,0.09029403,18.37827457,0.301299633,0.433024913,0.408607142,0,0
3,3,0.050878974,11.59770713,0.236337768,0.453866701,0.422932436,0,0
2,2,0.260458013,7.791189943,0.18880533,0.403241681,0.364533236,0,0
3,3,0.337113088,0.365739418,0.271270147,0.636200408,2.591121608,1,1
3,3,0.350713203,16.69099109,0.239692318,0.515939205,0.504611032,0,0
4,4,0.00754427,10.82525147,0.111661391,0.753920234,0.73302685,1,1
3,4,0.169626736,14.98891597,0.115993561,0.614135998,0.599210069,0,0
0,0,0.052593653,16.56487982,0.146250078,0.595011997,0.543459213,0,1
1,3,0.985857248,10.53956987,0.253654401,0.229102405,0.224844337,0,0
3,3,0.368142063,12.85418877,0.191050461,0.382001624,0.372068682,1,1
1,1,0.693398553,11.42454367,0.182121847,0.68506508,0.627097607,3,0
2,2,0.588901253,7.616138483,0.240329643,0.555348187,0.546937824,0,0
0,0,0.773471244,18.87145894,0.127512335,0.634246014,0.625865788,0,0
1,1,0.815748712,0.288199956,0.275276525,0.754792994,2.697406834,1,1
0,0,0.395015886,9.193051284,0.162227478,0.893145744,0.837939939,2,0
3,3,0.469563774,19.27225977,0.234208293,0.719992719,0.670065738,1,1
1,1,0.009224097,6.538771997,0.347268947,0.529694432,0.487716597,0,0
1,1,0.659903271,14.35948863,0.191687213,0.14968483,0.142042282,0,1
4,4,0.223584018,1.718400391,0.152087635,0.436727076,1.429332504,2,1
3,3,0.371578777,11.91336845,0.171800067,0.72168855,0.661144317,0,0
0,0,0.529824493,12.9842665,0.235320273,0.196857581,0.178659995,0,0
1,1,0.439841747,6.7829255,0.093299457,0.666366942,0.619850677,2,1
2,2,0.597460969,13.83970263,0.422480798,0.638262361,0.589727663,0,0
2,2,0.959436796,15.64517414,0.252932487,0.415641483,0.387266489,0,1
1,1,0.751210067,8.405252813,0.179585684,0.394332076,0.358017929,0,0
4,4,0.879605389,16.07128805,0.148201533,0.702152905,0.660260981,0,1
2,2,0.571981461,6.809427598,0.228860936,0.506689593,0.476254163,1,0
2,2,0.925807659,1.747410862,0.254909176,0.719611638,1.675649936,0,0
2,2,0.765493655,17.18127637,0.205756183,0.238417557,0.23228833,0,0
3,3,0.647961512,6.77409042,0.191480827,0.293671411,0.28204105,0,0
1,2,0.211645565,6.448273247,0.189283513,0.536616255,0.50611867,0,0
2,2,0.263872227,1.399655284,0.121189312,0.440191935,1.419433169,0,0
1,1,0.264557449,9.625159655,0.287657197,0.902375171,0.877169638,2,0
1,1,0.247479439,15.12446078,0.263672745,0.561349833,0.554616704,0,0
4,4,0.203567653,7.667720376,0.352308526,0.726274197,0.696715335,0,0
3,3,0.729221214,19.62087197,0.179388944,0.719642421,0.695263166,1,0
2,2,0.511086976,16.79238836,0.272239727,0.326887916,0.314821231,0,0
1,2,0.30187149,7.595015177,0.319299781,0.481816658,0.434603601,0,0
1,2,0.715281064,3.407284538,0.294681801,0.714960173,0.644546034,1,0
0,0,0.697294172,5.347398897,0.246609442,0.461196939,0.421705961,0,0
2,2,0.643136929,6.062484209,0.337313623,0.772026104,0.751927723,1,0
1,3,0.746866204,9.537927528,0.156619557,0.536230766,0.527341395,1,0
3,3,0.209199488,16.79305439,0.298104312,0.843963197,0.81836966,1,0
2,2,0.652414322,14.00064821,0.176072889,0.54421789,0.533983525,1,1
1,1,0.51413433,3.072784506,0.030541266,0.835962631,0.776644847,1,1
0,0,0.951750829,13.56711042,0.227621063,0.701834248,0.688675166,0,0
0,1,0.299782192,15.54085043,0.338873096,0.4565509,0.415814748,0,0
3,3,0.033727036,7.715681666,0.204844406,0.32458229,0.300947688,0,1
2,2,0.295148258,18.53589437,0.259844551,0.373317258,0.35627771,0,0
2,2,0.636084947,4.960705691,0.100879473,0.163185632,0.156348346,0,0
4,4,0.869613438,3.413954408,0.14095389,0.276340721,0.250541562,1,1
4,4,0.127745276,11.70535045,0.253065222,0.574114894,0.519011376,0,0
1,2,0.300775741,15.43121457,0.213626614,0.563788385,0.520293505,1,1
3,3,0.997073604,0.110999294,0.234366441,0.352490292,2.338323375,0,1
1,1,0.898378582,13.16526337,0.302326981,0.703979986,0.649120363,3,0
0,0,0.147201916,7.766668049,0.123482659,0.384627427,0.368759385,0,1
3,3,0.209227394,8.268744228,0.128177968,0.536046791,0.510621461,1,0
1,1,0.349919949,19.31805836,0.178558726,0.699861868,0.65531774,1,0
2,2,0.154562855,16.11792417,0.187275659,0.103159909,0.092848335,0,0
2,2,0.933501061,10.30482509,0.288048499,0.189250576,0.181141214,0,0
3,3,0.490661756,9.326527024,0.298746162,0.229394369,0.222552253,0,0
3,3,0.002502117,18.13595341,0.194083071,0.460220598,0.431002743,0,0
3,4,0.034413925,15.08615129,0.360197067,0.768589699,0.753811087,1,0
1,2,0.169750843,0.810925703,0.09147184,0.768965562,2.70728248,0,0
3,4,0.902457926,3.566591434,0.189506213,0.745590723,0.688079415,1,0
1,1,0.123382336,19.04911329,0.333908526,0.490490818,0.484088044,0,0
4,4,0.357737854,9.966862605,0.226466966,0.472036549,0.448357628,1,0
3,3,0.217163139,1.692073725,0.301234335,0.915901653,1.857975692,1,0
1,2,0.825980424,16.93701399,0.323875545,0.16397824,0.150581795,0,0
4,4,0.908356131,14.95567132,0.27063824,0.676374237,0.661743739,1,1
3,3,0.825024632,17.33400455,0.158388676,0.672380446,0.63771591,1,1
1,1,0.460767802,14.81062434,0.292468403,0.625525487,0.618921655,1,0
1,1,0.218990895,13.69235078,0.29074906,0.780043761,0.752527409,1,0
2,2,0.191412385,6.741864891,0.09064326,0.625121444,0.577172846,2,1
0,0,0.638719659,5.581948987,0.387304863,0.558786854,0.514189091,0,0
1,1,0.497298396,0.885745796,0.275067048,0.899425751,2.862388121,1,0
2,3,0.558565524,14.03694016,0.176702464,0.268534178,0.253417227,0,0
1,1,0.861478826,4.568066908,0.285836836,0.572777473,0.544790148,1,0
2,2,0.951457595,5.626384878,0.370136605,0.640466958,0.595224015,2,1
1,1,0.904977652,5.808317023,0.234289197,0.218208542,0.21031277,0,1
2,2,0.239328086,3.11457377,0.21322945,0.286400583,0.281778773,1,1
3,4,0.419666354,16.89370523,0.126158743,0.497854332,0.467088169,0,1
0,0,0.56733561,12.76028543,0.453104014,0.656581035,0.648877296,0,0
2,2,0.488835183,15.10857164,0.226409564,0.776874853,0.724697207,0,0
1,1,0.255866942,18.78045188,0.307051032,0.417331579,0.39968271,0,0
3,3,0.249606288,8.354251686,0.092466413,0.355553903,0.320278587,0,1
2,4,0.279698456,9.551775916,0.106582324,0.641554533,0.592995925,1,1
2,2,0.56702016,15.15684068,0.177948824,0.515618012,0.509142815,1,0
1,1,0.55694228,3.087974326,0.257836589,0.614043916,0.605083477,0,0
1,1,0.725026995,13.46148764,0.232773667,0.100394223,0.09126684,0,0
2,2,0.239844367,7.174747772,0.242080963,0.694265551,0.666577979,1,0
1,1,0.93083516,7.329760141,0.179365473,0.931049975,0.891978012,1,1
4,5,0.21216631,11.96403029,0.085998268,0.965142923,0.928726649,0,0
3,3,0.684950175,2.046076883,0.167997746,0.696295394,0.665327097,0,1
3,3,0.60689253,13.55406465,0.103926953,0.608779528,0.591897617,0,1
4,4,0.098651937,17.98526056,0.30877673,0.289860777,0.268582058,0,0
0,0,0.192768597,10.23420932,0.191048362,0.67532746,0.652188522,0,0
2,2,0.817623748,19.92425602,0.051114338,0.730222425,0.665772839,2,1
2,2,0.931284841,1.544754695,0.118060367,0.880974636,1.821609812,2,0
4,4,0.431116801,13.41693105,0.123994269,0.710987634,0.642328581,1,0
1,1,0.930121806,1.553581129,0.106038388,0.578721068,1.561880766,2,1
1,1,0.001723176,7.212706021,0.215430786,0.191853047,0.179436061,1,1
0,0,0.549624837,19.0568089,0.125542522,0.146146635,0.136409028,0,0
0,0,0.838183156,0.355300432,0.262776625,0.257350777,2.239576621,0,0
4,4,0.599052121,5.81432784,0.371198722,0.826184185,0.809961323,1,0
3,4,0.854549216,13.87886829,0.330803604,0.832647024,0.775066678,1,1
3,3,0.185465959,1.42422215,0.283282784,0.467913933,1.448276029,0,0
1,2,0.261877168,16.36050375,0.248249053,0.267957298,0.263108472,0,0
2,2,0.092898459,13.27509324,0.116758037,0.659013912,0.650336322,2,0
0,0,0.09651953,7.350533429,0.278428968,0.298986859,0.272228272,0,0
2,2,0.704926226,13.79904934,0.08325176,0.241609069,0.225832006,0,1
4,4,0.087968052,16.57437807,0.214451372,0.079481968,0.072205022,0,1
4,5,0.738383434,6.909946922,0.100604048,0.131527482,0.129158894,0,1
1,1,0.749073942,15.95813665,0.015422431,0.776715304,0.7571822,3,1
4,5,0.061135635,11.49206948,0.226077115,0.737073511,0.693236486,0,0
1,1,0.116436203,7.762800472,0.243963767,0.528479521,0.516633001,1,1
4,4,0.307191134,16.46279417,0.201562135,0.592642717,0.570444571,0,0
4,4,0.064432388,12.05682692,0.332931097,0.344000649,0.3128056,0,0
3,4,0.816234211,4.451151821,0.326038734,0.864028291,0.838436042,1,1
3,3,0.462352425,0.49642422,0.158678098,0.203701036,2.201415878,0,1
3,4,0.010047887,16.06505746,0.30454138,0.225161757,0.209384031,0,0
1,1,0.763451315,18.54539822,0.26262787,0.544151425,0.506563568,0,1
3,3,0.415585215,11.11737967,0.212283777,0.561112232,0.535000126,0,0
2,2,0.439496409,11.72283228,0.277028179,0.364128546,0.328160693,0,0
0,0,0.858636317,8.028334285,0.190831768,0.773495656,0.710385783,1,1
1,1,0.453180512,19.18023152,0.196087819,0.075457717,0.073023507,0,0
1,1,0.800405601,10.78551225,0.043668263,0.841157759,0.763304834,1,1
4,4,0.401467621,14.37735727,0.281400762,0.423662124,0.411026309,0,0
2,2,0.079281089,13.05795811,0.059732766,0.383114042,0.35480887,2,1
2,2,0.348927077,10.89725395,0.207768173,0.696219056,0.649454946,1,0
3,3,0.065343278,5.26705074,0.232051509,0.791981968,0.752688806,0,0
1,1,0.207538574,7.022416208,0.173379206,0.729636112,0.66414435,1,0
1,1,0.760187885,10.52702981,0.338042042,0.286644736,0.269159855,0,0
3,3,0.240466552,13.86732201,0.202686196,0.40956945,0.388214325,0,0
1,3,0.100067458,9.890627904,0.184005266,0.734580833,0.71335386,1,0
2,2,0.33907036,15.89089779,0.158183461,0.708592766,0.64952737,0,0
1,1,0.573372781,18.76621143,0.20144129,0.675928462,0.634074185,1,1
0,0,0.255153853,3.80458332,0.189949492,0.473858989,0.442863546,1,0
3,3,0.771241549,11.51888122,0.342916288,0.958038354,0.878823711,3,0
4,4,0.992192334,9.331419115,0.267197001,0.282500466,0.274141487,0,0
4,4,0.648556489,12.30362864,0.164497774,0.663134021,0.625483332,1,0
4,4,0.683140612,10.4706347,0.270860857,0.475065784,0.463212355,0,0
3,3,0.160476756,14.82139876,0.146214553,0.768648492,0.723967732,1,0
1,1,0.829021417,15.75046131,0.209159364,0.442192756,0.407894373,1,1
0,0,0.0553918,7.72362954,0.084440914,0.743723117,0.723459662,2,0
2,2,0.914100637,3.35196126,0.291315057,0.457935032,0.422709206,1,1
1,1,0.326889009,15.72035729,0.07681712,0.607636151,0.593454341,3,0
1,1,0.257164628,7.595520917,0.264001041,0.103368446,0.101986524,0,0
0,0,0.105457561,13.68837986,0.27562958,0.259742302,0.2445298,1,0
3,3,0.543522361,1.36341717,0.212795803,0.629130268,1.583905601,1,1
0,1,0.053732771,19.68292992,0.400282518,0.309351822,0.293747374,0,0
3,3,0.489500478,5.810053857,0.34027016,0.473035504,0.461588265,0,0
1,1,0.813979545,13.15728178,0.217802845,0.053995693,0.049910653,0,1
0,0,0.758119432,10.85059557,0.342893572,0.815965528,0.772124904,1,0
0,0,0.09930542,4.421564075,0.205581183,0.424369334,0.418323485,1,1
3,3,0.483206773,16.95952034,0.327516656,0.866077913,0.824855464,1,0
1,1,0.874507049,8.383718844,0.097036121,0.427243392,0.421982044,2,0
2,2,0.698072196,4.947495976,0.43899725,0.68230499,0.674848292,0,0
2,2,0.059111407,2.517470676,0.233806947,0.4141086,0.381725338,1,1
3,4,0.19288186,17.79888,0.248133241,0.119260412,0.107514809,0,0
3,3,0.924541617,16.7625356,0.300061827,0.430204648,0.417279782,0,0
1,1,0.664213491,19.68414436,0.072308814,0.766906616,0.702380511,2,0
1,1,0.780247856,4.91863719,0.367815141,0.779485731,0.752026441,0,0
0,0,0.549573478,19.92926346,0.30505442,0.434471937,0.391231256,0,0
1,1,0.10878918,12.30915076,0.248665519,0.464441635,0.454892773,2,0
1,1,0.485695435,16.90026376,0.237218471,0.519757681,0.495949606,1,1
2,2,0.52922426,16.74140355,0.446144652,0.43817255,0.428011618,0,0
3,3,0.445491418,16.43187171,0.072525792,0.305621249,0.280254121,1,1
3,3,0.978963714,3.973670553,0.418160494,0.640636982,0.63046999,0,0
1,1,0.287968274,12.8469563,0.14157719,0.314909162,0.301425318,0,1
2,2,0.254159896,4.984815447,0.197945093,0.372682196,0.356846736,0,0
1,1,0.447362267,1.865569915,0.317634688,0.356354612,1.351971705,0,0
3,3,0.519755068,18.9799858,0.175819434,0.115362658,0.109103462,0,0
0,0,0.320133981,6.313838994,0.122965181,0.45527185,0.415436243,0,0
3,3,0.989468267,19.59669394,0.252947145,0.555615525,0.5368231,0,0
3,3,0.115561702,5.273156114,0.394707365,0.689642261,0.674553783,0,0
3,3,0.981364532,15.15713,0.35954984,0.39939419,0.394433796,0,0
1,1,0.91661952,16.09584136,0.204633375,0.715805229,0.648282048,3,0
1,1,0.932990787,11.35865301,0.203815127,0.634680567,0.615719889,1,1
2,2,0.383244845,18.76867988,0.228226721,0.391603463,0.353257352,0,0
1,2,0.606807409,13.9584214,0.169450131,0.598015342,0.554322393,1,0
1,1,0.581641307,6.641723595,0.162307186,0.448962472,0.436283213,0,1
1,1,0.60330383,2.625999864,0.318441626,0.699953161,0.654257693,2,0
2,2,0.059760311,11.28643786,0.093392573,0.143007129,0.133739914,0,0
0,0,0.813557181,10.40619861,0.329974007,0.150301746,0.139911201,0,0
3,3,0.367206902,11.10285636,0.1367866,0.599241753,0.548208435,0,0
0,0,0.916068863,7.442066006,0.234294407,0.403942147,0.393011815,0,0
2,2,0.185141875,14.96732756,0.150110596,0.777417706,0.705755441,1,0
1,1,0.578048722,9.068094534,0.201546749,0.257472483,0.239245699,0,0
2,2,0.598592249,17.73534995,0.063506472,0.577171146,0.52194111,2,0
4,4,0.027498756,5.639947278,0.201037912,0.176398822,0.159829017,0,1
3,3,0.190764494,8.485419496,0.159347303,0.847118128,0.795756503,2,0
0,0,0.481888048,9.378411069,0.18657628,0.824251961,0.806351762,0,0
2,2,0.596687851,4.152195869,0.085266489,0.278917664,0.270009352,1,1
2,2,0.0877518,17.03988615,0.296204557,0.184450595,0.174111631,0,0
2,2,0.309339681,2.400243877,0.09165785,0.633773714,0.591306644,1,1
3,4,0.541486992,18.9389228,0.286575369,0.849950267,0.798043012,1,1
1,2,0.678771155,2.237786506,0.205240238,0.71082854,0.681025522,1,1
1,1,0.836166944,4.540370445,0.324969054,0.442369593,0.435861688,0,0
2,3,0.760279207,9.861331958,0.323446722,0.262698848,0.249383556,1,0
4,4,0.782096801,4.513045504,0.430164367,0.157763086,0.152924158,0,0
1,1,0.28045973,11.52335358,0.300334797,0.543173635,0.496522328,0,0
4,4,0.322752885,4.463931414,0.267631709,0.559986005,0.528550722,1,0
2,2,0.628656564,17.6659034,0.218403707,0.539491388,0.495806744,0,0
2,2,0.173575277,3.891036533,0.271986613,0.67824638,0.659698134,0,0
4,4,0.908911099,9.191613995,0.265647022,0.864839953,0.785356167,2,1
